"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"11",11,"2016-11-16","","DAL","W",90,83,33,76,0.434,7,21,0.333,17,23,0.739,13,53,18,6,3,19,17,11.95,1786.37251271987,34,83,0.41,8,23,0.348,7,10,0.7,5,32,16,9,3,9,19,12.325,1440.21678182579
"12",12,"2016-11-18","","GSW","L",88,104,31,83,0.373,11,32,0.344,15,19,0.789,7,43,19,6,3,13,12,9.8,1770.45887676809,44,90,0.489,9,28,0.321,7,12,0.583,9,50,33,10,7,11,20,15.2666666666667,2751.54771532638
"13",13,"2016-11-19","@","DET","W",94,92,33,82,0.402,12,31,0.387,16,17,0.941,9,46,22,3,7,8,13,13.8555555555556,1777.02219649588,37,86,0.43,7,20,0.35,11,16,0.688,11,50,22,5,4,5,13,11.9111111111111,1492.67903823995
"14",14,"2016-11-21","@","MIN","W",99,93,38,84,0.452,12,38,0.316,11,14,0.786,6,39,20,5,4,11,21,13.13,1786.26604548874,36,86,0.419,4,24,0.167,17,25,0.68,16,51,23,5,4,15,19,17.6,944.603734008322
"15",15,"2016-11-23","@","BRK","W",111,92,45,98,0.459,15,38,0.395,6,8,0.75,12,51,26,13,6,13,22,13.8555555555556,1804.15893453176,34,86,0.395,10,31,0.323,14,22,0.636,9,45,18,7,7,19,12,10.5,818.9820545807
"16",16,"2016-11-25","","SAS","L",103,109,42,91,0.462,12,34,0.353,7,9,0.778,8,36,32,8,4,10,21,13.8555555555556,1794.57074242559,38,81,0.469,11,24,0.458,22,25,0.88,13,45,24,4,8,16,12,13.26,2551.5176657958
"17",17,"2016-11-28","@","MIA","W",112,104,40,83,0.482,11,27,0.407,21,26,0.808,6,40,26,4,3,9,27,12.2333333333333,1806.78733563379,38,80,0.475,6,30,0.2,22,32,0.688,7,41,24,6,2,13,25,12.9125,1535.12594880782
"18",18,"2016-11-30","","DET","L",114,121,40,91,0.44,15,42,0.357,19,20,0.95,9,33,26,6,3,5,17,13.8555555555556,1803.65773673714,48,87,0.552,9,20,0.45,16,21,0.762,13,52,28,4,8,11,19,11.5666666666667,1492.86795024076
"19",19,"2016-12-02","","SAC","W",97,92,36,88,0.409,11,28,0.393,14,15,0.933,11,45,25,10,9,13,22,13.8555555555556,1812.27292117976,33,88,0.375,6,26,0.231,20,25,0.8,14,51,22,9,10,14,16,13.0777777777778,1152.12585080384
"20",20,"2016-12-03","@","PHI","W",107,106,38,76,0.5,8,26,0.308,23,29,0.793,6,37,22,5,3,10,21,13.13,1816.11351135497,35,76,0.461,15,33,0.455,21,26,0.808,8,38,20,5,3,15,23,10.6888888888889,428.316908536268
"21",21,"2016-12-05","@","HOU","L",106,107,42,99,0.424,11,32,0.344,11,12,0.917,10,42,27,7,4,11,20,13.3777777777778,1813.1861292389,34,76,0.447,12,38,0.316,27,31,0.871,7,46,20,8,7,16,14,14.4,1661.36410982576
"22",22,"2016-12-07","@","ORL","W",117,87,43,84,0.512,7,26,0.269,24,29,0.828,11,49,29,7,4,10,19,11.8444444444444,1840.44361927714,30,81,0.37,11,26,0.423,16,24,0.667,8,37,20,7,1,12,26,13.2222222222222,1060.92814261911
"23",23,"2016-12-09","","TOR","L",94,101,31,83,0.373,17,42,0.405,15,22,0.682,8,46,24,5,4,13,18,11.8444444444444,1829.643733526,34,82,0.415,9,20,0.45,24,27,0.889,8,50,12,9,2,11,22,13.0222222222222,2024.99438225286
"24",24,"2016-12-11","@","OKC","L",96,99,40,90,0.444,11,32,0.344,5,8,0.625,12,40,28,9,4,13,22,11.8444444444444,1822.40665979064,41,83,0.494,3,21,0.143,14,27,0.519,15,49,17,9,7,12,9,12.0125,2167.3043902669
"25",25,"2016-12-14","@","SAS","L",101,108,37,84,0.44,10,31,0.323,17,20,0.85,8,35,25,12,3,12,13,11.16,1812.66694171313,44,80,0.55,8,22,0.364,12,14,0.857,5,38,33,9,3,16,17,13.1888888888889,2618.4239964996
"26",26,"2016-12-16","","CHO","W",96,88,34,78,0.436,9,28,0.321,19,26,0.731,5,46,26,7,8,13,15,13.8555555555556,1820.82465415584,32,98,0.327,8,30,0.267,16,19,0.842,17,54,21,10,4,12,21,11.17,1380.89411740906
"27",27,"2016-12-18","@","MIA","W",105,95,41,90,0.456,9,28,0.321,14,19,0.737,11,37,21,13,2,11,16,13.8555555555556,1835.06939234797,36,69,0.522,9,24,0.375,14,25,0.56,6,41,23,7,5,23,20,13.6625,1494.76928535124
"28",28,"2016-12-20","@","MEM","W",112,109,33,81,0.407,12,37,0.324,34,38,0.895,8,41,22,7,5,11,22,13.8444444444444,1842.77922354227,38,94,0.404,12,30,0.4,21,26,0.808,17,52,23,10,3,13,30,11.7,1470.13511747492
"29",29,"2016-12-22","@","IND","W",109,102,38,92,0.413,10,39,0.256,23,27,0.852,9,44,19,10,2,10,27,13.8444444444444,1853.96886467765,35,82,0.427,7,23,0.304,25,29,0.862,8,50,20,5,3,19,21,14.0857142857143,1607.22565728107
"30",30,"2016-12-23","","OKC","L",112,117,41,93,0.441,9,28,0.321,21,26,0.808,10,39,29,8,2,12,29,13.8444444444444,1844.28597577168,41,80,0.513,11,26,0.423,24,36,0.667,10,44,27,5,6,13,21,11.4444444444444,2191.11092034649
"31",31,"2016-12-25","@","NYK","W",119,114,45,93,0.484,14,36,0.389,15,20,0.75,12,39,25,10,3,5,20,13.6444444444444,1852.39611132835,41,87,0.471,8,23,0.348,24,27,0.889,17,49,11,5,6,17,23,12.975,928.467904235854
"32",32,"2016-12-27","","MEM","W",113,103,41,85,0.482,12,31,0.387,19,21,0.905,14,47,30,6,7,17,24,14.5625,1865.87754137782,37,88,0.42,9,30,0.3,20,29,0.69,13,37,22,14,5,11,18,11.3125,1468.68764927293
"33",33,"2016-12-29","@","CLE","L",118,124,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23,12.94,1856.42633651652,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,14.8625,2522.66776449205
"34",34,"2016-12-30","","MIA","W",117,114,38,74,0.514,17,32,0.531,24,29,0.828,5,30,28,6,2,13,11,12.7777777777778,1863.69021620768,48,90,0.533,11,28,0.393,7,10,0.7,9,39,35,7,8,12,20,11.7,1466.29762336471
"35",35,"2017-01-03","","UTA","W",115,104,41,74,0.554,17,31,0.548,16,17,0.941,4,32,31,5,6,13,22,13.8444444444444,1874.99519719536,38,82,0.463,11,26,0.423,17,21,0.81,8,35,27,7,3,10,17,12.1888888888889,1798.90559085144
"36",36,"2017-01-06","","PHI","W",110,106,35,87,0.402,19,40,0.475,21,25,0.84,12,42,28,6,11,17,22,13.8555555555556,1880.48662883338,37,79,0.468,9,28,0.321,23,26,0.885,4,41,30,9,11,15,23,13.1625,340.739147531589
"37",37,"2017-01-07","","NOP","W",117,108,40,93,0.43,18,36,0.5,19,21,0.905,15,47,26,6,5,10,22,11.98,1891.88776845037,40,85,0.471,10,31,0.323,18,23,0.783,9,42,22,7,7,11,20,12.02,1111.60656585099
"38",38,"2017-01-10","@","TOR","L",106,114,40,85,0.471,9,27,0.333,17,20,0.85,6,33,21,7,3,14,20,13.3125,1880.87065648245,41,87,0.471,10,22,0.455,22,27,0.815,17,50,17,9,7,17,21,14.1,2090.22502742917
"39",39,"2017-01-11","","WAS","W",117,108,43,85,0.506,17,41,0.415,14,18,0.778,10,45,20,5,7,14,10,11.6111111111111,1893.46313852403,45,105,0.429,10,26,0.385,8,12,0.667,16,44,28,10,3,7,13,14.1833333333333,1427.19963816943
"40",40,"2017-01-13","@","ATL","W",103,101,36,83,0.434,17,44,0.386,14,19,0.737,9,43,22,7,3,12,16,13.55,1896.93709740571,36,84,0.429,11,30,0.367,18,21,0.857,12,43,22,5,5,12,17,10.9666666666667,2019.04474037645
"41",41,"2017-01-16","","CHO","W",108,98,42,84,0.5,15,39,0.385,9,10,0.9,8,44,29,6,3,12,11,13.8444444444444,1907.94549824062,38,86,0.442,8,25,0.32,14,17,0.824,10,42,25,4,4,11,15,13.1777777777778,1341.75904376807
"42",42,"2017-01-18","","NYK","L",106,117,35,91,0.385,9,33,0.273,27,29,0.931,9,33,25,8,8,3,15,12.7777777777778,1907.62305903783,46,91,0.505,10,25,0.4,15,18,0.833,18,57,27,2,8,14,24,11.1777777777778,836.140116096631
"43",43,"2017-01-21","","POR","L",123,127,42,92,0.457,13,35,0.371,26,31,0.839,14,47,26,6,2,21,29,12.3222222222222,1906.32208354362,43,92,0.467,10,25,0.4,31,36,0.861,9,37,26,12,4,14,26,13.3444444444444,1444.80451269528
"44",44,"2017-01-24","@","WAS","L",108,123,38,84,0.452,10,33,0.303,22,24,0.917,8,32,24,10,3,13,20,11.8333333333333,1902.80208554232,48,83,0.578,9,20,0.45,18,21,0.857,7,42,21,7,4,15,18,12.9142857142857,1472.13032432392
"45",45,"2017-01-25","","HOU","W",120,109,47,91,0.516,11,32,0.344,15,16,0.938,12,48,33,10,3,18,27,11.98,1914.59017440928,36,77,0.468,10,31,0.323,27,38,0.711,6,30,28,8,5,17,18,14.625,1898.48655294527
"46",46,"2017-01-27","","ORL","W",128,98,50,89,0.562,16,34,0.471,12,15,0.8,7,47,39,8,4,10,17,10.52,1937.77269864101,38,87,0.437,9,25,0.36,13,18,0.722,6,37,29,7,2,11,15,10.3272727272727,890.898260241076
"47",47,"2017-01-28","@","MIL","W",112,108,37,89,0.416,14,40,0.35,24,30,0.8,9,44,26,6,7,13,23,10.52,1945.01618836665,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,12.6111111111111,1008.51264465855
"48",48,"2017-01-30","","DET","W",113,109,36,82,0.439,13,32,0.406,28,33,0.848,6,44,23,6,5,9,18,11.98,1953.04706452116,43,97,0.443,3,27,0.111,20,29,0.69,12,51,18,6,7,7,23,13.0125,1407.33263746348
"49",49,"2017-02-01","","TOR","W",109,104,36,87,0.414,12,36,0.333,25,30,0.833,12,39,24,6,2,9,21,12.0333333333333,1957.93894060032,41,78,0.526,8,31,0.258,14,25,0.56,8,41,17,6,5,15,29,11.1444444444444,2118.94224855444
"50",50,"2017-02-03","","LAL","W",113,107,39,82,0.476,13,35,0.371,22,28,0.786,7,47,28,8,1,16,19,12.7777777777778,1964.32029197281,37,94,0.394,14,38,0.368,19,26,0.731,15,52,24,9,3,12,23,10.9875,272.325340367918
"51",51,"2017-02-05","","LAC","W",107,102,37,88,0.42,16,52,0.308,17,20,0.85,9,45,24,9,3,11,21,12.7777777777778,1967.11748757311,35,84,0.417,10,29,0.345,22,28,0.786,8,46,22,4,0,13,13,12.9625,2291.07220711125
"52",52,"2017-02-08","@","SAC","L",92,108,29,73,0.397,10,32,0.313,24,27,0.889,7,39,18,8,2,17,19,12.6111111111111,1966.38649597492,42,84,0.5,10,25,0.4,14,15,0.933,4,40,24,11,1,14,18,9.9125,987.575615607009
"53",53,"2017-02-09","@","POR","W",120,111,44,91,0.484,10,30,0.333,22,27,0.815,14,43,23,8,1,8,21,12.175,1979.48821775106,39,77,0.506,9,26,0.346,24,31,0.774,10,41,23,4,6,15,23,12.5555555555556,1435.80721855742
"54",54,"2017-02-11","@","UTA","W",112,104,42,71,0.592,13,30,0.433,15,23,0.652,3,37,20,6,4,16,24,10.61,1989.652015716,35,86,0.407,8,31,0.258,26,30,0.867,13,39,16,9,2,9,19,13.925,1908.17412382539
"55",55,"2017-02-13","@","DAL","W",111,98,40,81,0.494,16,34,0.471,15,18,0.833,7,41,28,5,3,12,25,11.56,2005.79066588882,35,77,0.455,9,27,0.333,19,25,0.76,4,37,21,7,2,12,16,12.7777777777778,1388.82908874027
"56",56,"2017-02-15","","PHI","W",116,108,38,80,0.475,13,28,0.464,27,36,0.75,6,39,21,13,4,22,18,13.0625,2013.07587960713,44,93,0.473,8,31,0.258,12,18,0.667,12,47,23,16,5,22,23,11.14,232.961728931924
"57",57,"2017-02-16","@","CHI","L",103,104,36,77,0.468,14,37,0.378,17,20,0.85,4,31,24,2,4,7,18,12.5777777777778,2012.67909356953,38,90,0.422,6,25,0.24,22,22,1,15,51,23,2,6,7,13,11.6444444444444,1880.13805829555
"58",58,"2017-02-24","@","TOR","L",97,107,33,78,0.423,12,38,0.316,19,22,0.864,7,36,19,4,3,11,21,11.74,2000.79385348001,40,81,0.494,5,15,0.333,22,29,0.759,10,41,15,7,4,9,21,12.09,2153.55374753039
"59",59,"2017-02-26","@","DET","W",104,98,34,85,0.4,12,35,0.343,24,30,0.8,9,52,22,9,1,14,26,12.7777777777778,2011.08226484058,35,81,0.432,12,33,0.364,16,35,0.457,11,45,22,8,4,17,24,12.4333333333333,1435.45148875448
"60",60,"2017-02-27","","ATL","L",98,114,34,87,0.391,10,34,0.294,20,25,0.8,9,40,21,9,7,18,20,13.13,1995.37475535027,46,95,0.484,6,25,0.24,16,20,0.8,13,55,22,10,10,14,19,12.225,2086.74874279356
"61",61,"2017-03-01","","CLE","W",103,99,36,78,0.462,13,31,0.419,18,23,0.783,8,47,28,4,6,12,21,13.8444444444444,1996.08052199297,37,91,0.407,10,33,0.303,15,22,0.682,12,41,20,3,5,10,21,14.0666666666667,2654.97986188424
"62",62,"2017-03-03","@","LAL","W",115,95,43,84,0.512,10,33,0.303,19,25,0.76,6,46,30,7,2,18,17,12.1545454545455,2009.4985870551,37,87,0.425,6,24,0.25,15,20,0.75,6,34,23,11,7,14,21,9.89,180.852190262017
"63",63,"2017-03-05","@","PHO","L",106,109,32,85,0.376,13,37,0.351,29,40,0.725,14,54,19,6,6,12,28,11.1333333333333,2009.52451073059,42,94,0.447,4,20,0.2,21,26,0.808,10,50,16,7,10,11,29,10.98,647.429467987623
"64",64,"2017-03-06","@","LAC","L",102,116,34,83,0.41,10,35,0.286,24,29,0.828,7,37,22,9,2,11,31,11.9777777777778,1992.91734301349,39,73,0.534,9,20,0.45,29,47,0.617,8,47,23,7,5,13,24,14.2777777777778,2342.20498827081
"65",65,"2017-03-08","@","GSW","W",99,86,37,84,0.44,10,29,0.345,15,19,0.789,9,45,28,12,1,12,10,13.13,1992.66981473918,37,84,0.44,6,30,0.2,6,9,0.667,12,46,23,8,12,17,20,13.0555555555556,3307.28824776287
"66",66,"2017-03-10","@","DEN","L",99,119,34,81,0.42,12,33,0.364,19,23,0.826,9,34,19,11,2,18,23,12.94,1991.80745566263,45,85,0.529,12,31,0.387,17,22,0.773,11,50,24,11,4,18,18,14.5222222222222,991.432081023544
"67",67,"2017-03-12","","CHI","W",100,80,40,86,0.465,16,37,0.432,4,4,1,12,51,22,14,5,21,14,13.8888888888889,2011.28560840775,33,87,0.379,7,25,0.28,7,9,0.778,12,40,18,13,3,17,10,10.7,1941.89932457713
"68",68,"2017-03-15","","MIN","W",117,104,43,79,0.544,13,33,0.394,18,21,0.857,5,37,34,2,5,10,16,13.13,2022.93120966138,40,91,0.44,8,27,0.296,16,20,0.8,15,42,26,4,1,8,21,13.5375,720.96568392497
"69",69,"2017-03-17","@","BRK","W",98,95,34,85,0.4,7,29,0.241,23,29,0.793,8,51,20,7,6,12,23,11.6777777777778,2027.70004802057,30,83,0.361,11,35,0.314,24,30,0.8,6,41,23,7,7,10,25,9.17,337.540137780199
"70",70,"2017-03-19","@","PHI","L",99,105,34,84,0.405,6,29,0.207,25,29,0.862,8,41,27,8,5,17,15,11.14,2027.70059224159,41,88,0.466,12,33,0.364,11,15,0.733,8,43,29,9,7,15,23,10.8333333333333,151.844117975875
"71",71,"2017-03-20","","WAS","W",110,102,40,93,0.43,10,33,0.303,20,28,0.714,19,53,19,10,6,13,24,13.8888888888889,2039.39606678043,37,86,0.43,8,35,0.229,20,26,0.769,8,39,24,6,4,18,28,13.9375,1548.38773168509
"72",72,"2017-03-22","","IND","W",109,100,43,84,0.512,11,27,0.407,12,14,0.857,10,43,27,5,2,16,17,13.7,2052.02593695927,38,87,0.437,11,28,0.393,13,19,0.684,18,45,20,13,6,13,19,12.6666666666667,1677.05077766691
"73",73,"2017-03-24","","PHO","W",130,120,44,94,0.468,14,41,0.341,28,35,0.8,12,50,31,8,5,15,32,11.3454545454545,2061.16766498212,39,86,0.453,6,19,0.316,36,49,0.735,10,49,23,9,3,13,30,9.275,555.474149665873
"74",74,"2017-03-26","","MIA","W",112,108,41,77,0.532,8,24,0.333,22,25,0.88,8,35,32,8,3,16,19,13.8444444444444,2069.33358815823,41,91,0.451,7,29,0.241,19,24,0.792,16,40,19,9,5,15,22,12.6888888888889,1598.98282735235
"75",75,"2017-03-29","","MIL","L",100,103,35,88,0.398,12,37,0.324,18,23,0.783,15,42,24,8,3,16,18,15.2285714285714,2069.16991981418,41,78,0.526,8,22,0.364,13,17,0.765,7,35,27,9,8,14,21,11.6222222222222,993.644993207955
"76",76,"2017-03-31","","ORL","W",117,116,38,84,0.452,12,33,0.364,29,34,0.853,5,45,27,6,5,11,18,12.7777777777778,2072.86087089022,40,98,0.408,12,30,0.4,24,25,0.96,11,48,28,9,4,9,21,11.3222222222222,678.696483084135
"77",77,"2017-04-02","@","NYK","W",110,94,40,72,0.556,12,37,0.324,18,26,0.692,5,41,22,8,3,17,25,12.7777777777778,2086.13503411314,33,85,0.388,7,25,0.28,21,25,0.84,8,32,20,12,2,11,20,8.97272727272727,662.704148989013
"78",78,"2017-04-05","","CLE","L",91,114,33,81,0.407,7,33,0.212,18,29,0.621,8,38,21,6,4,12,18,12.94,2062.69672496595,43,92,0.467,11,36,0.306,17,18,0.944,13,51,19,7,5,10,26,14.3777777777778,2735.76624946772
"79",79,"2017-04-06","@","ATL","L",116,123,37,90,0.411,15,43,0.349,27,34,0.794,10,38,28,9,4,12,29,14.7875,2054.39199155815,44,89,0.494,11,23,0.478,24,34,0.706,13,52,26,7,4,17,30,12.9571428571429,2102.7877227269
"80",80,"2017-04-08","@","CHO","W",121,114,45,87,0.517,17,39,0.436,14,17,0.824,5,43,35,2,5,9,19,14.2125,2064.14813377911,38,84,0.452,9,28,0.321,29,32,0.906,7,42,22,5,5,7,15,13.8888888888889,1278.88265864192
"81",81,"2017-04-10","","BRK","W",114,105,41,91,0.451,14,38,0.368,18,21,0.857,9,51,31,7,4,13,23,13.13,2072.042008822,31,86,0.36,8,31,0.258,35,39,0.897,9,49,18,8,6,12,19,9.93,323.682122059653
"82",82,"2017-04-12","","MIL","W",112,94,41,91,0.451,12,37,0.324,18,26,0.692,11,46,31,12,3,8,17,12.81,2087.48496330395,37,84,0.44,6,23,0.261,14,17,0.824,9,43,26,6,9,17,20,8.7375,945.089050061213
